country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,X
USA,R,5000000,2014,694,5.2,1.85,0,3732
USA,R,6000000,1997,434,7.3,1.85,599,3733
USA,PG-13,5000000,2014,2000,7.5,1.85,45000,3734
USA,Approved,5000000,1954,440,6.6,2.55,376,3735
USA,R,5000000,1981,970,6.4,1.85,0,3736
USA,R,5000000,1989,120,4.5,1.85,1000,3737
USA,PG,5000000,2002,312,6.6,1.85,5000,3738
USA,R,5000000,2012,892,5.3,2.35,25000,3739
USA,R,5000000,1995,152,4.9,1.85,0,3740
Mexico,R,2000000,2001,43,7.7,1.85,0,3741
UK,R,4000000,2004,427,8,2.35,19000,3742
USA,PG-13,5000000,2008,984,3.8,1.85,562,3743
USA,R,5000000,1996,189,7.6,2.35,0,3744
USA,R,5000000,1988,120,5.9,1.85,0,3745
USA,R,5000000,1986,190,6.2,2.35,0,3746
USA,R,5000000,1982,796,7.2,1.85,0,3747
USA,PG,5000000,1983,400,6.3,1.85,0,3748
USA,PG-13,5000000,2011,270,5.2,1.33,0,3749
USA,R,8000000,2008,934,6.9,2.35,0,3750
USA,R,5000000,2015,78,6.8,1.85,16000,3751
USA,PG,8000000,1982,982,6.2,1.85,0,3752
USA,,5000000,1959,333,6.2,2.2,270,3753
USA,R,5000000,2016,706,3.5,,11000,3754
USA,PG-13,8000000,2009,578,6.1,1.85,738,3755
USA,Unrated,800000,1932,164,6.6,1.37,213,3756
USA,R,5000000,2016,509,4.5,,740,3757
USA,PG,5000000,2000,45,5.9,1.85,207,3758
USA,PG-13,5000000,2004,835,6.9,1.85,0,3759
Canada,R,6000000,2003,28,7.7,2.35,0,3760
USA,PG,5000000,1976,249,6.6,1.85,672,3761
USA,R,5000000,2001,591,5.3,1.85,327,3762
UK,PG,5000000,1978,794,6.3,2.35,729,3763
USA,PG-13,5000000,1989,448,7,1.85,0,3764
USA,R,,2006,936,7,2.35,0,3765
USA,R,5000000,1998,778,6.6,1.85,462,3766
Italy,PG-13,5000000,1968,423,8.6,2.35,10000,3767
USA,R,5000000,2001,585,6.4,1.85,393,3768
UK,R,5000000,2009,572,7.9,2.35,47000,3769
USA,PG-13,,2006,847,5.4,1.85,249,3770
UK,,5000000,2010,0,6.9,1.78,89,3771
Canada,R,5000000,1997,900,7.7,2.35,920,3772
France,PG-13,4000000,2010,135,7.2,2.35,0,3773
USA,PG-13,5000000,2008,579,6.8,2.35,0,3774
USA,R,5000000,1982,162,6.2,,323,3775
New Zealand,R,5000000,1994,433,7.4,2.35,0,3776
USA,PG-13,5000000,2015,849,4.6,2.35,0,3777
USA,R,5000000,2010,981,6.4,2.35,0,3778
USA,R,5000000,1998,385,7,1.85,507,3779
Spain,R,5000000,2004,1000,7.7,2.35,21000,3780
USA,R,5000000,1992,280,6.8,1.85,247,3781
USA,R,5000000,2014,963,7,2.35,13000,3782
USA,PG-13,5000000,2010,289,7,1.85,0,3783
USA,R,5000000,2003,971,6.3,1.85,0,3784
USA,R,5000000,2015,442,7.1,2.35,10000,3785
USA,R,5000000,2006,625,5.6,2.35,255,3786
USA,PG-13,5000000,2014,435,4.4,,0,3787
USA,R,7000000,1996,96,7.1,1.85,0,3788
USA,R,5000000,1996,1000,6.1,2.35,225,3789
India,,,2007,45,7.4,2.35,133,3790
USA,R,,2008,0,7.5,2.35,489,3791
Canada,R,2200000,1980,59,7.2,1.85,274,3792
Canada,R,,2010,779,7.6,2.35,49000,3793
USA,PG,5000000,2008,1000,7.3,1.85,777,3794
USA,Approved,3209000,1947,116,6.2,1.37,44,3795
USA,R,2000000,1998,697,6.2,1.85,69,3796
Canada,R,5000000,2004,680,4.6,1.85,174,3797
USA,PG-13,5000000,2015,309,6.2,1.85,27000,3798
USA,R,5000000,2007,29,6.2,1.85,559,3799
Germany,R,5000000,2004,522,3.3,2.35,40,3800
USA,TV-MA,,,1000,7.5,1.78,634,3801
USA,R,5000000,2015,21,4.2,,0,3802
Spain,Not Rated,5000000,2011,93,7.2,2.35,0,3803
UK,Unrated,2500000,2008,337,6.2,2.35,639,3804
USA,R,5000000,2009,738,6.1,1.78,887,3805
USA,R,,2006,2000,4.2,1.85,419,3806
USA,PG-13,,2009,617,4.5,,38,3807
USA,TV-PG,,,922,8.4,1.78,0,3808
USA,R,5000000,2014,508,7.5,,0,3809
USA,PG,10000000,2014,732,6.7,,165,3810
USA,PG,,2015,970,5.1,,0,3811
USA,TV-PG,5000000,2011,699,5.5,1.78,58,3812
Bahamas,R,5000000,2014,316,4.4,2.35,0,3813
UK,R,5000000,2014,266,4.4,,190,3814
USA,PG,5000000,1977,849,6.8,2.35,2000,3815
USA,,5000000,2012,900,6.7,,35,3816
USA,,5000000,2015,763,8.6,,49,3817
USA,PG-13,5000000,2016,3000,4.8,,0,3818
USA,,,2015,615,3.4,,0,3819
Czech Republic,R,84450000,2006,12,7.4,1.85,1000,3820
Germany,,4000000,2009,486,7.3,1.85,0,3821
USA,R,890000,1996,324,8,1.85,0,3822
UK,R,3000000,2011,579,6.5,2.35,10000,3823
USA,R,4800000,2005,1000,5.9,2.35,0,3824
UK,R,2800000,2005,887,6.8,2.35,750,3825
USA,R,5000000,2011,463,7.4,2.35,14000,3826
USA,R,4700000,1988,733,6.7,1.85,0,3827
UK,PG-13,,2006,838,6.8,1.85,864,3828
USA,Unrated,5000000,2014,833,5.4,,0,3829
USA,X,4700000,1986,28,5.5,1.85,0,3830
USA,R,4638783,1973,476,7.4,2.35,0,3831
Denmark,R,4800000,2013,1000,5.7,1.85,30000,3832
France,,,2005,40,5.4,,11,3833
USA,R,4700000,2011,345,3.2,,491,3834
India,,,2013,0,7.1,,2,3835
UK,PG-13,,2004,66,7.8,1.85,2000,3836
Canada,R,5000000,2007,580,5.3,2.35,31,3837
France,R,4600000,2010,52,7.2,1.85,0,3838
Mexico,,4700000,2013,480,6.2,,199,3839
Spain,Not Rated,4600000,2007,1000,5.9,1.85,0,3840
New Zealand,,,2006,10,7.3,1.85,285,3841
USA,R,4500000,1984,760,6.7,1.85,0,3842
USA,R,4500000,1980,511,5.7,1.85,0,3843
UK,R,4500000,1994,398,7.1,1.66,0,3844
USA,X,4500000,1982,901,7.2,1.85,0,3845
USA,Unrated,4500000,1956,169,7.4,1.66,0,3846
USA,R,15000000,2002,3000,7.7,2.35,0,3847
USA,,,,560,7.7,16,2000,3848
USA,R,4500000,1996,441,7.4,1.85,2000,3849
USA,R,4500000,2000,1000,8.4,1.37,38000,3850
USA,Approved,,1945,135,7.1,1.37,501,3851
Spain,PG-13,700000000,1998,26,7.2,2,539,3852
UK,R,4500000,1986,652,7.5,1.85,1000,3853
USA,PG,5000000,2014,416,5.4,2.35,0,3854
USA,R,4500000,2001,933,8.1,2.35,33000,3855
Mexico,PG-13,,2011,154,6,2.35,0,3856
Netherlands,R,4500000,1997,20,7.8,1.85,689,3857
USA,R,2000000,2002,601,6.8,1.85,3000,3858
USA,R,,2009,887,6.5,1.85,0,3859
South Korea,R,4200000000,2005,126,7.7,2.35,4000,3860
France,,,2010,12,6.4,1.85,0,3861
UK,R,2500000,2001,1000,6.5,1.85,0,3862
Hong Kong,R,35000000,2006,96,7.3,2.35,528,3863
Spain,R,,2011,356,6.6,2.35,0,3864
Sweden,R,,2002,2,7.9,1.85,0,3865
USA,R,4500000,2009,1000,5.9,2.35,7000,3866
India,,,2014,82,4.7,,62,3867
USA,R,4400000,1975,721,8.7,1.85,32000,3868
USA,PG,4400000,2015,570,5.9,1.78,224,3869
USA,PG,4400000,1976,842,6.7,1.85,629,3870
India,,4400000,2016,26,8.5,2.35,10000,3871
Canada,TV-G,,,517,8.4,1.33,0,3872
USA,R,4500000,2014,298,5.8,,0,3873
UK,R,3000000,2012,1000,6.1,2.35,0,3874
UK,R,,2000,146,7.3,2.35,0,3875
Sweden,R,,2010,254,6.7,2.35,0,3876
New Zealand,PG-13,6000000,2002,20,7.6,2.35,0,3877
India,,150000000,2009,374,7.2,2.35,504,3878
Switzerland,,4500000,2009,9,6.2,2.35,2000,3879
USA,PG,150000000,2015,559,5.8,2.35,24000,3880
USA,TV-G,4200000,2006,632,5.2,1.33,0,3881
USA,,,,557,8.1,16,0,3882
UK,PG-13,,1997,232,7.1,1.85,61,3883
Russia,R,4200000,2004,28,6.5,1.85,0,3884
UK,R,2300000,1992,530,7.3,2.35,0,3885
Canada,R,4000000,1981,95,6.2,1.85,0,3886
USA,R,4000000,2009,529,5,2.35,0,3887
USA,Unrated,114000,1968,108,8,1.85,0,3888
USA,R,4000000,2003,13000,7.8,1.85,17000,3889
USA,PG,4000000,1977,636,8.1,1.37,0,3890
USA,Not Rated,4000000,1952,178,6.7,1.37,625,3891
UK,PG-13,140000000,2014,892,6.1,2.35,51000,3892
USA,R,4000000,2001,595,7.1,2.35,0,3893
USA,PG-13,8500000,2015,430,5.6,2.35,22000,3894
USA,R,3600000,1995,898,7.6,1.66,0,3895
USA,,4500000,2013,619,4.3,1.78,0,3896
USA,R,4000000,1985,426,7.3,1.85,0,3897
USA,PG,4000000,1974,222,7.3,2.35,661,3898
USA,R,4000000,2015,465,4.6,2.35,8000,3899
USA,Approved,4000000,1956,119,6.8,2.35,283,3900
USA,TV-MA,,,1000,7.5,1.78,634,3901
USA,R,3500000,2010,3000,7.1,1.85,16000,3902
USA,R,4000000,1988,151,7.3,2.35,27000,3903
USA,Approved,4000000,1963,742,8.3,2.35,8000,3904
USA,Unrated,,2004,670,5.4,1.85,2000,3905
France,PG-13,5000000,2013,541,4,2.35,0,3906
USA,R,4000000,2014,193,8,1.85,92000,3907
UK,PG-13,4000000,2006,427,6.7,1.85,0,3908
USA,PG-13,100000000,2001,658,5.7,2.35,0,3909
USA,R,4000000,2001,231,4.6,1.85,842,3910
USA,R,6000000,2000,706,4,1.85,118,3911
USA,R,3200000,2003,636,7,2.35,762,3912
USA,Approved,4000000,1961,403,7.4,1.66,0,3913
USA,R,4000000,2006,780,5.9,1.85,576,3914
USA,R,,1995,246,4.6,1.85,138,3915
USA,R,25000000,2010,374,4.8,2.35,0,3916
Spain,R,3400000,2007,273,7.5,2.35,11000,3917
USA,R,4000000,2014,713,4.7,1.85,0,3918
USA,R,4000000,2002,977,6.7,1.85,0,3919
USA,M,4000000,1969,187,6.3,1.85,414,3920
USA,R,,2006,466,6,1.85,931,3921
USA,R,4000000,1995,975,6.7,1.85,0,3922
USA,R,4000000,2002,413,7.1,1.85,15000,3923
USA,R,8000000,2003,12,2.7,1.85,131,3924
USA,R,4000000,1988,246,7.3,1.85,816,3925
USA,R,4000000,1996,729,7.6,1.85,0,3926
USA,R,4000000,1999,625,5.8,1.85,309,3927
USA,R,4000000,2007,113,6.5,2.55,830,3928
USA,R,4000000,2005,394,6.6,2.35,708,3929
USA,R,4000000,2011,947,6.2,1.85,16000,3930
UK,PG,4000000,2005,291,6.9,1.85,0,3931
USA,PG-13,4000000,2011,0,8.5,2.35,26000,3932
USA,R,4000000,1987,576,4.8,1.85,550,3933
USA,PG-13,,2011,685,6.6,2.35,0,3934
USA,R,4500000,2015,1000,5.7,2.35,987,3935
USA,R,4000000,2002,665,7,1.85,872,3936
USA,R,4000000,1999,811,5.4,1.78,111,3937
France,Not Rated,,2012,227,7.1,1.85,12000,3938
USA,R,4000000,2013,1000,6.9,2.35,11000,3939
UK,PG,3000000,1997,254,6.6,2.35,167,3940
USA,R,1300000,1987,633,5.9,1.85,314,3941
Australia,Unrated,1500000,2000,774,6.3,1.85,614,3942
UK,R,4000000,1999,638,6.3,1.85,182,3943
Mexico,PG-13,4000000,2013,85,7.7,2.35,0,3944
USA,R,9500000,2010,163,7,2.35,10000,3945
USA,R,14000000,2000,450,6.3,1.85,132,3946
UK,R,2500000,1998,29,5.9,,108,3947
Australia,R,16000000,2013,6000,6.2,2.35,0,3948
USA,R,4000000,1998,575,5,2.35,98,3949
Spain,R,4000000,2002,27,7.7,1.85,0,3950
USA,R,650000,2010,238,6.5,2.35,0,3951
USA,TV-G,,,248,6.1,1.33,325,3952
USA,R,4000000,1997,759,5.8,1.85,161,3953
Brazil,Unrated,4000000,2014,29,6.1,2.35,278,3954
USA,R,4000000,2011,3000,6,2.35,798,3955
UK,R,4000000,2011,706,6.3,2.35,0,3956
Canada,R,,2003,246,6.3,2.35,688,3957
Russia,,4000000,2013,45,7.5,,282,3958
USA,PG,4000000,1972,649,7.6,2.35,0,3959
Canada,R,4000000,2012,11,5.2,2.35,657,3960
USA,Passed,3950000,1930,12,7.8,1.2,279,3961
USA,,4000000,2007,536,6.6,1.85,296,3962
USA,R,4000000,2016,637,4.7,2.35,0,3963
Australia,R,,2009,129,6.7,2.35,0,3964
USA,R,4000000,2012,134,4.2,,531,3965
USA,TV-G,4000000,2012,346,6.3,1.78,170,3966
South Africa,PG,4000000,2014,476,4.7,,365,3967
USA,PG-13,100000000,2016,744,6,2.35,0,3968
UK,Approved,2000000,1966,269,7.9,1.66,2000,3969
USA,R,3800000,1976,977,8.1,1.85,17000,3970
USA,G,3977000,1939,384,8.2,1.37,16000,3971
UK,PG-13,4000000,2014,236,6,2.35,0,3972
USA,Approved,3800000,1965,575,6.8,2.35,251,3973
USA,R,,2009,826,7.3,1.85,237,3974
USA,Passed,3768785,1950,244,7,1.37,456,3975
UK,R,,2010,365,7.3,1.85,17000,3976
Brazil,R,8000000,2005,69,7.5,2.35,385,3977
Canada,R,3500000,2009,654,6.8,2.35,0,3978
USA,Approved,3700000,1948,78,7.1,1.37,359,3979
Iceland,R,3800000,2009,64,6.9,2.35,0,3980
UK,R,2000000,2006,796,6.9,1.85,0,3981
UK,PG-13,30000000,2011,902,6.9,2.35,29000,3982
USA,TV-PG,,,421,8.4,4,0,3983
USA,X,3600000,1969,89,7.9,1.85,0,3984
UK,R,3500000,1997,891,7.2,1.85,0,3985
USA,PG,3500000,1980,575,7.8,1.85,16000,3986
USA,R,5000000,2015,872,3.5,1.33,358,3987
USA,R,3500000,1995,723,7.3,1.85,8000,3988
USA,R,3500000,1993,582,7.5,1.85,0,3989
USA,TV-14,,,906,7.8,16,14000,3990
USA,R,3500000,1987,273,6,1.85,1000,3991
USA,R,3716946,1970,372,7.3,1.85,357,3992
USA,Approved,3500000,1967,220,8,2.35,0,3993
USA,Not Rated,3500000,1959,139,7.6,1.78,930,3994
USA,Not Rated,3500000,1966,481,7,2.35,470,3995
UK,R,2000000,1972,146,7.5,1.85,0,3996
USA,R,3500000,2015,191,6.8,1.66,43000,3997
USA,R,3500000,1998,118,3.9,1.85,280,3998
USA,R,3500000,1996,356,6.1,1.85,453,3999
USA,R,3500000,1998,258,7.5,2.35,0,4000
Argentina,R,2000000,2009,88,8.2,2.35,33000,4001
USA,Unrated,3500000,1985,177,7.2,1.85,3000,4002
USA,R,,2008,209,4.8,1.85,804,4003
USA,X,3600000,1987,328,7.8,1.85,0,4004
USA,PG-13,3000000,2001,555,5.2,1.85,0,4005
USA,TV-14,1000000,2013,697,3.3,1.78,93000,4006
Mexico,R,3500000,1998,16,6.8,1.85,140,4007
Norway,PG-13,19900000,2010,4,7,1.85,38000,4008
USA,R,3500000,2006,729,6.5,1.85,360,4009
USA,R,68000000,2012,591,5.7,2.35,15000,4010
USA,R,3500000,2005,8000,6.4,1.85,414,4011
USA,PG-13,3500000,2004,756,5.3,2.35,1000,4012
Canada,PG-13,3500000,2016,294,4.7,1.85,0,4013
USA,,3500000,2008,168,6.1,1.85,127,4014
USA,R,1000000,1998,893,5.5,1.37,18,4015
UK,,,,133,7.3,,405,4016
USA,,3500000,2009,574,4.8,2.35,211,4017
USA,PG-13,3500000,2013,774,8.4,,5000,4018
USA,,3500000,2015,3,7,,121,4019
Canada,R,3500000,2014,145,3.3,1.78,721,4020
USA,Not Rated,3500000,2014,660,5.4,1.85,482,4021
,,3500000,2014,535,4.8,2.35,570,4022
UK,R,3440000,2014,53,3.1,2.35,606,4023
USA,PG,3400000,1977,628,6.7,1.85,0,4024
France,G,8000000,2005,108,7.6,1.85,0,4025
USA,R,3500000,2011,2000,7.1,1.85,21000,4026
USA,Not Rated,,2011,69,6.1,2.35,224,4027
USA,R,3000000,2008,585,6.5,1.66,0,4028
USA,R,3300000,2014,970,8.5,2.4,129000,4029
Brazil,R,3300000,2002,69,8.7,1.85,28000,4030
UK,R,2200000,1999,472,7.1,1.85,0,4031
USA,PG-13,3400000,2012,144,6.6,,0,4032
USA,R,,2006,505,6.7,1.85,799,4033
Denmark,R,3800000,2012,69,8.3,2.35,60000,4034
USA,PG,4000000,1983,577,8.1,1.85,18000,4035
USA,PG-13,3300000,2006,464,7.4,1.85,0,4036
Canada,R,4300000,1982,251,6.6,1.85,934,4037
USA,,3300000,2014,521,4.5,16,0,4038
USA,R,2000000,1999,443,6.4,,100,4039
France,PG-13,,2008,2,7.5,2.35,0,4040
USA,R,2300000,1968,563,8,1.85,13000,4041
USA,Approved,3200000,1962,423,8.1,1.85,0,4042
USA,PG-13,,2009,390,7.2,2.35,0,4043
Colombia,R,3000000,2004,11,7.5,1.85,0,4044
USA,R,3200000,2010,394,7.2,1.85,15000,4045
USA,R,3200000,2005,2000,6.4,2.35,0,4046
USA,R,3000000,1978,783,7.6,1.85,0,4047
UK,Approved,3000000,1964,202,7.8,1.37,0,4048
Canada,Not Rated,3200000,2012,480,5.7,1.85,0,4049
USA,PG,3180000,1946,275,8.6,1.37,41000,4050
UK,R,3500000,1996,887,8.2,1.85,21000,4051
USA,R,3000000,2000,436,6.6,1.85,290,4052
USA,R,3000000,2010,332,5.7,1.85,14000,4053
UK,PG,3000000,1998,588,7.4,2.35,0,4054
Germany,R,4000000,2002,504,8,1.85,4000,4055
China,PG-13,,2014,10,7.3,2.35,0,4056
USA,R,2200000,1985,359,5.4,1.85,0,4057
UK,Unrated,3000000,1985,443,7.4,1.66,0,4058
USA,R,3000000,2013,810,5.7,2.35,31000,4059
USA,R,3000000,2012,419,6.8,2.35,58000,4060
USA,R,3000000,2002,65,5.4,1.85,63,4061
USA,Approved,3000000,1958,197,8.1,1.85,0,4062
USA,G,3000000,1970,162,6.1,2.35,0,4063
USA,PG,3000000,1997,970,5.1,1.85,902,4064
Japan,G,16000000,2000,82,5.6,1.85,38,4065
USA,R,3000000,1986,316,5.9,1.85,0,4066
UK,PG,3000000,1957,119,8.2,2.35,0,4067
USA,PG,3000000,1990,232,5.3,1.85,710,4068
USA,PG,4490375,1976,844,6.8,1.85,609,4069
USA,Approved,3000000,1960,417,8.3,2.35,0,4070
USA,R,2500000,1993,805,4.3,1.85,949,4071
USA,Approved,6000000,1966,16,6.7,1.85,933,4072
USA,R,3000000,2005,744,7.2,1.85,635,4073
UK,R,,2015,884,6.9,1.66,0,4074
USA,R,3000000,1985,178,6.6,,889,4075
USA,R,3000000,2009,927,5.9,1.85,545,4076
USA,Approved,3000000,1960,422,7.9,1.66,808,4077
USA,Not Rated,3000000,1961,862,8.3,1.75,0,4078
USA,R,,1999,209,5.2,1.85,143,4079
USA,TV-MA,,,0,7.8,1.33,1000,4080
USA,Approved,3000000,1948,376,7.8,1.37,0,4081
USA,PG-13,3000000,2006,407,3,1.85,837,4082
USA,R,3000000,2013,63,7.9,1.85,62000,4083
USA,PG,3000000,1987,168,3.2,1.85,491,4084
USA,R,3000000,1988,174,6.5,1.85,812,4085
USA,R,,2004,637,6.9,,187,4086
USA,PG-13,3000000,2002,625,7,1.85,595,4087
Australia,,15000000,,476,7.4,,367,4088
Canada,PG-13,,2005,329,7.8,2.35,0,4089
UK,R,1900000,1999,183,6.9,1.85,1000,4090
USA,R,3000000,2000,324,4.4,1.85,131,4091
USA,R,3000000,1996,257,6,1.85,0,4092
USA,R,,2010,864,6.6,2.35,0,4093
USA,G,3000000,1971,177,7.8,1.33,0,4094
USA,R,3000000,1993,233,5.3,1.66,217,4095
USA,R,3000000,1997,341,5.3,1.85,417,4096
USA,PG,3000000,1978,350,8,1.85,0,4097
USA,R,4500000,2001,813,7.1,1.85,430,4098
USA,R,3500000,1999,2000,5.4,1.85,0,4099
USA,R,3300000,1996,721,6.9,1.85,0,4100
USA,R,,2012,481,7.4,1.85,11000,4101
UK,R,3000000,2005,64,7.3,2.35,0,4102
USA,,3000000,1998,11000,7.8,1.85,0,4103
USA,R,3000000,2003,26,6.6,1.85,26,4104
USA,R,3000000,2014,3000,5.4,2.35,20000,4105
South Korea,R,3000000,2003,78,8.4,2.35,43000,4106
USA,PG,3500000,2010,399,6.3,1.78,0,4107
Canada,Not Rated,3000000,2011,324,6.1,2.35,37000,4108
Mexico,R,3000000,2016,327,5,,174,4109
USA,R,3000000,1996,281,6.9,1.85,0,4110
USA,PG,3000000,2006,366,7.2,,76,4111
UK,Not Rated,,2009,260,7.3,1.33,0,4112
USA,PG-13,,2011,476,5.7,1.85,0,4113
USA,,,,539,5,1.78,518,4114
USA,R,3000000,2012,3000,5.3,2.35,0,4115
USA,,,,341,7.9,16,3000,4116
USA,PG-13,,2004,750,5,,47,4117
USA,R,3000000,2012,317,5.3,1.78,0,4118
USA,R,25000000,2014,571,6,2.35,0,4119
UK,,,,37,7.6,1.33,450,4120
Germany,R,2700000,2004,38,7.4,1.85,442,4121
USA,R,3000000,2011,902,5.9,,348,4122
USA,R,5000000,2009,298,4.1,2.35,0,4123
USA,R,3000000,1999,325,6.7,1.85,117,4124
Germany,R,3000000,2011,683,5.8,2.35,0,4125
Ireland,R,,2009,122,6.2,1.85,580,4126
USA,R,3000000,2015,634,5.3,,0,4127
USA,R,3000000,2005,27,3.3,1.78,48,4128
USA,PG,200000000,2010,25000,6.5,1.85,24000,4129
USA,PG-13,3000000,2009,975,6.2,1.85,54,4130
USA,R,3000000,2009,396,5.9,,448,4131
Brazil,,3000000,2013,124,5.5,2.35,433,4132
USA,R,,2014,1000,5.5,1.85,0,4133
USA,R,3000000,2013,302,2.6,1.85,2000,4134
USA,R,3000000,2011,606,5.8,1.85,6000,4135
USA,Approved,3000000,1967,754,7.4,2.35,3000,4136
Italy,,3000000,2009,810,5.1,,32,4137
USA,,800000,2013,715,5.2,2.35,406,4138
USA,R,3000000,2014,747,4.8,,395,4139
USA,R,3000000,2015,779,3.9,,398,4140
Italy,,3000000,1988,39,6.2,1.85,37,4141
USA,PG,95000000,2015,520,7,2.35,56000,4142
USA,R,3000000,2009,602,6.2,1.78,229,4143
USA,R,,2010,536,5.9,1.85,480,4144
Brazil,R,2900000,1998,14,8,2.35,0,4145
USA,Approved,2900000,1961,416,7.3,2.35,612,4146
USA,,3000000,2015,277,4.9,,968,4147
USA,R,1500000,2005,225,6.5,1.85,88,4148
USA,,3000000,2014,158,4.3,,421,4149
USA,PG-13,3000000,2010,412,6.4,,0,4150
UK,R,2800000,1976,139,7.6,2.35,7000,4151
France,Unrated,2200000,2003,236,6.8,2.35,0,4152
Australia,PG-13,,2010,96,6.1,1.85,0,4153
USA,R,3000000,2015,234,4,2.35,369,4154
USA,R,8000000,2005,247,7.4,1.85,0,4155
USA,Not Rated,2883848,1959,103,8.3,1.66,10000,4156
USA,R,2800000,1988,448,5.3,1.85,0,4157
USA,Passed,2800000,1939,421,8.1,1.37,14000,4158
USA,PG,2800000,1974,595,8,1.85,14000,4159
USA,R,2000000,2007,529,5.7,1.85,0,4160
India,PG-13,120000000,2006,426,8.2,2.35,349,4161
USA,R,2700000,1997,222,7.1,1.66,381,4162
USA,G,2700000,1979,81,7.4,1.85,0,4163
Canada,,3000000,2015,85,6.6,,50,4164
Denmark,Not Rated,,2008,33,5.7,1.85,77,4165
USA,Not Rated,2686585,1963,370,6.9,1.85,573,4166
Netherlands,,2650000,1996,3,7,1.85,121,4167
USA,Passed,2627000,1943,675,7,1.37,116,4168
USA,R,2600000,1974,1000,7.8,2.35,12000,4169
USA,R,1800000,1984,84,5.9,1.85,0,4170
Poland,PG-13,,2013,64,7.4,1.33,17000,4171
UK,R,2600000,1987,249,7.8,1.66,963,4172
USA,R,2800000,2006,549,6,,323,4173
USA,R,34000000,1999,9000,5.3,1.85,1000,4174
USA,PG-13,,2004,52,7.9,,0,4175
Spain,R,2600000,2007,76,7.2,1.85,0,4176
China,,15000000,2009,4,7.4,2.35,30,4177
USA,R,2600000,2007,272,5.3,1.85,254,4178
USA,Approved,2540800,1952,786,8.3,1.37,0,4179
Australia,,2500000,2010,2,7.6,,10000,4180
USA,R,2500000,2013,584,5.1,1.85,0,4181
USA,PG,2500000,2012,118,5.1,1.85,0,4182
USA,R,15000000,2009,764,4.9,1.85,3000,4183
USA,PG,26000000,1996,9000,6.9,1.37,0,4184
USA,R,2500000,1982,128,4.6,2.35,0,4185
USA,G,2500000,1971,521,6.3,2.35,819,4186
USA,Approved,2500000,1963,189,7.9,2.35,1000,4187
USA,R,2500000,2013,309,6.7,1.85,0,4188
USA,R,2500000,1991,595,7.1,1.78,0,4189
USA,R,2500000,2004,379,7.6,2.35,0,4190
USA,R,2500000,1995,12,8.1,1.85,22000,4191
Canada,,3200000,2003,16,6.6,1.85,39,4192
USA,R,2500000,1999,631,7,2.35,500,4193
USA,R,,2004,265,7.6,1.85,774,4194
UK,PG-13,,2007,41,6.7,2.35,430,4195
USA,PG-13,2500000,2012,291,7.1,2.35,13000,4196
Spain,R,2000000,2003,648,7.6,1.85,0,4197
USA,R,2500000,2013,1000,7.1,2.35,10000,4198
USA,,34000,1990,577,7.1,,16,4199
USA,R,2500000,2008,4,7.7,1.78,24000,4200
USA,Not Rated,2500000,2008,130,7.6,1.85,588,4201
USA,,2500000,2006,157,6.6,1.85,144,4202
USA,PG-13,20000000,2004,939,6.7,2.35,0,4203
USA,PG-13,2500000,2006,261,5.7,1.85,140,4204
USA,R,2500000,2010,12,7.1,1.78,0,4205
UK,PG-13,14000000,2008,397,6.2,2.35,0,4206
Germany,R,8400000,2000,10,6.1,2.35,560,4207
USA,PG-13,2500000,2008,399,5.9,1.85,0,4208
USA,R,2500000,2010,973,6.8,1.85,19000,4209
USA,TV-PG,2500000,2010,607,5.8,,190,4210
Germany,Not Rated,2500000,2015,625,5,2.35,0,4211
USA,,3500000,2016,677,6.3,,89,4212
USA,R,2400000,1996,748,6.8,1.85,352,4213
Poland,PG-13,2400000,2006,872,5.1,2.35,250,4214
USA,R,,2006,497,6.6,1.85,79000,4215
UK,R,2500000,2015,159,5,,0,4216
UK,Unrated,1500000,2006,788,7.7,1.85,11000,4217
UK,R,2500000,2012,722,3.1,2.35,0,4218
USA,Passed,2361000,1944,659,6.5,1.37,144,4219
USA,PG-13,2450000,2011,618,3.9,1.85,566,4220
USA,PG,,1998,599,6.8,1.85,500,4221
USA,Approved,2295429,1951,715,7,1.33,438,4222
USA,PG-13,,2010,646,5.9,2.35,279,4223
USA,R,,2014,1000,5.8,,0,4224
USA,Not Rated,2300000,1987,516,7.3,,0,4225
USA,G,2280000,1940,0,7.8,1.37,3000,4226
USA,R,1800000,1971,165,7.8,1.85,0,4227
USA,PG-13,2500000,2014,0,6.9,,224,4228
USA,R,4000000,1982,31,5.7,2.35,0,4229
USA,R,2200000,1985,27,4.7,1.85,1000,4230
USA,PG-13,2200000,2007,425,5.9,1.85,285,4231
USA,PG-13,2300000,2015,848,5.9,,13000,4232
USA,R,2200000,2008,399,4.3,,77,4233
USA,Passed,2160000,1945,284,7.5,1.37,68,4234
Spain,R,,2015,800,4.8,,452,4235
UK,,1200000,2005,79,5.8,1.85,172,4236
USA,,2400000,2014,938,5.3,,107,4237
Canada,R,2500000,2007,52,6,1.85,870,4238
USA,Not Rated,2100000,1946,208,8.1,1.37,0,4239
USA,R,,2001,648,7,1.85,0,4240
Norway,R,15500000,2001,21,7.6,1.85,0,4241
USA,R,2100000,2015,22,7.2,2.35,305,4242
Spain,R,1500000,2007,9,7.5,1.85,15000,4243
