color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,X
Color,Zach Braff,205,102,0,294,Michael Weston,625,26781723,4190
Color,Richard Linklater,121,105,0,4,Hans Weingartner,15,5400000,4191
Color,Éric Tessier,9,99,0,6,Michel Côté,50,,4192
Color,Alison Maclean,74,107,7,442,Samantha Morton,745,1282084,4193
Color,Alice Wu,54,96,13,209,Ato Essandoh,643,1186323,4194
Color,Sarah Gavron,80,101,34,40,Christopher Simpson,56,1094998,4195
Color,Jake Schreier,252,89,14,215,Joshua Ormond,902,3325638,4196
Color,Isabel Coixet,72,106,148,471,Julian Richings,900,395592,4197
Color,James Ponsoldt,220,95,53,478,Jennifer Jason Leigh,8000,6851969,4198
Color,Randall Miller,1,34,19,362,Elden Henson,882,333658,4199
Color,Larry Charles,197,101,119,0,Tal Bachman,334,12995673,4200
Color,Joshua Tickell,14,112,9,125,Sheryl Crow,860,173783,4201
Color,Tim Boxell,3,100,10,107,Diana Scarwid,655,118666,4202
 Black and White,Rawson Marshall Thurber,191,92,43,936,Stephen Root,989,114324072,4203
Color,Michael D. Sellers,18,100,0,249,Carly Schroeder,640,71904,4204
Color,Reed Cowan,28,80,0,5,Emily Pearson,191,99851,4205
Color,James Dodson,22,106,8,315,Anupam Kher,611,115504,4206
Color,Stefan Ruzowitzky,62,103,24,10,Rüdiger Vogler,127,5725,4207
Color,Alex Rivera,47,90,8,35,Jacob Vargas,426,75727,4208
Color,James Gunn,238,96,571,370,Rainn Wilson,2000,322157,4209
Color,John Murlowski,2,89,20,555,Piper Mackenzie Harris,794,,4210
Color,Benni Diez,95,87,2,577,Cecilia Pillado,968,,4211
Color,Danny Perez,10,94,0,442,Emmanuel Kabongo,1000,,4212
Color,Spike Lee,28,120,0,702,Harry Lennix,1000,5731103,4213
Color,Robby Henson,25,101,9,201,Max Ryan,973,978908,4214
Color,Mike Judge,121,84,406,233,Patrick Fischler,586,438653,4215
,Zackary Adler,10,110,0,109,Kevin Leslie,490,,4216
Color,Shane Meadows,172,101,222,698,Joseph Gilgun,1000,327919,4217
Color,Dominic Burns,20,101,15,663,Sean Pertwee,844,,4218
Color,George Sidney,8,101,24,226,Basil Rathbone,675,,4219
Color,Carmen Marron,8,105,29,76,Aimee Garcia,847,178739,4220
Color,Tim McCanlies,15,97,23,326,Michael O'Neill,982,565592,4221
Color,George Sidney,14,108,24,244,Ava Gardner,960,,4222
Color,Mario Van Peebles,12,95,535,608,Cinda McCain,1000,27012,4223
Color,Jason Stone,48,108,14,826,Ellen Burstyn,2000,,4224
Color,Jerry Rees,17,90,115,385,Phil Hartman,11000,,4225
Color,James Algar,99,120,11,,Deems Taylor,16,76400000,4226
Color,William Friedkin,138,104,607,109,Fernando Rey,813,,4227
Color,Jaco Booyens,,90,37,0,Sebastian Aguilar,210,,4228
Color,Steve Miner,235,91,49,20,Dana Kimmell,72,36200000,4229
Color,Danny Steinmann,160,92,13,17,Melanie Kinnaman,42,21300000,4230
Color,Michael Landon Jr.,18,117,84,275,Louise Fletcher,861,379643,4231
Color,Jon Gunn,11,120,16,835,Delroy Lindo,2000,12985267,4232
Color,Hayley Cloake,11,90,0,306,Kayla Ewell,676,,4233
 Black and White,Tay Garnett,7,119,10,275,Greer Garson,509,,4234
Color,Shyam Madiraju,5,90,0,708,Ethan Peck,1000,,4235
Color,Harmage Singh Kalirai,10,90,11,18,Zohra Segal,114,,4236
Color,Rita Merson,5,97,5,782,James Wolk,3000,,4237
Color,Jon Knautz,95,90,10,42,Daniel Kash,371,,4238
 Black and White,William Wyler,97,172,355,188,Teresa Wright,749,23650000,4239
Color,Larry Clark,76,115,184,551,Nick Stahl,730,510092,4240
Color,Petter Næss,67,89,16,14,Per Christian Ellefsen,117,313436,4241
Color,Robert Fontaine,4,125,7,17,Arturo Castro,128,3330,4242
Color,Jaume Balagueró,252,78,57,7,Pablo Rosso,120,,4243
Color,Patricia Cardoso,,89,15,650,Martha Higareda,919,,4244
Color,Dan Perri,1,100,0,338,David Proval,749,,4245
Color,Neil Mcenery-West,33,77,0,260,Michael Chapman,846,,4246
Color,Anthony O'Brien,19,81,7,106,Maria Doyle Kennedy,412,,4247
Color,Terence Young,167,115,92,177,Daniela Bianchi,559,24800000,4248
Color,Michael Herz,49,96,6,14,Jessica Dublin,40,792966,4249
,,,,,,,,,4250
Color,Woody Allen,66,89,11000,45,John Beck,11000,,4251
Color,David Robert Mitchell,533,100,421,159,Ruby Harris,314,14673301,4252
 Black and White,Woody Allen,50,88,11000,258,John Carradine,11000,,4253
 Black and White,Robert Mulligan,127,129,89,161,Brock Peters,3000,,4254
 Black and White,George Miller,177,87,750,41,Bruce Spence,745,9003011,4255
Color,Chia-Liang Liu,77,102,32,75,Anita Mui,483,11546543,4256
 Black and White,Stanley Kubrick,103,152,0,177,Shelley Winters,618,,4257
Color,Kimberly Peirce,123,118,108,103,Brendan Sexton III,173,11533945,4258
Color,Chris Kentis,218,86,9,32,Julia Taylor Ross,120,12555230,4259
Color,Florian Henckel von Donnersmarck,215,137,207,155,Ulrich Mühe,380,11284657,4260
Color,Alex Kendrick,34,129,589,341,Alex Kendrick,690,34522221,4261
 Black and White,Robert Rossen,100,134,31,366,Jackie Gleason,654,,4262
 Black and White,Jack Conway,12,119,6,380,Spencer Tracy,1000,,4263
Color,Sylvain Chomet,167,80,162,0,Charles Linton,23,7002255,4264
Color,Chris Eyre,56,89,149,580,Irene Bedard,912,6719300,4265
Color,Shari Springer Berman,180,101,30,92,James Urbaniak,14000,6003587,4266
Color,Richard Linklater,211,80,0,3,Albert Delpy,50,5792822,4267
Color,Alejandro G. Iñárritu,157,115,0,35,Jorge Salinas,85,5383834,4268
Color,Catherine Hardwicke,126,100,308,374,Sarah Clarke,1000,4599680,4269
 Black and White,Elia Kazan,61,118,603,167,Celeste Holm,936,,4270
Color,Debra Granik,365,100,81,179,Shelley Waggener,34000,6531491,4271
Color,Kevin Macdonald,121,106,162,3,Brendan Mackey,21,4581222,4272
 Black and White,Henry King,10,106,85,300,Don Ameche,480,,4273
Color,Miranda July,151,91,244,244,Brad William Henke,538,3885134,4274
Color,Charles Ferguson,171,105,117,18,George W. Bush,13000,4311834,4275
Color,Max Joseph,158,96,31,328,Emily Ratajkowski,804,3590010,4276
Color,Jim Jarmusch,167,116,0,116,Gano Grills,251,3300230,4277
Color,David Ayer,118,116,453,2000,Christian Bale,24000,3335839,4278
Color,Jerry Jameson,39,97,5,349,Leonor Varela,1000,2557668,4279
Color,Steven Soderbergh,108,101,0,685,Enrico Colantoni,8000,2506446,4280
Color,Kevin Tenney,65,98,85,186,Tawny Kitaen,265,7369373,4281
,,,,,,,,,4282
Color,Kenneth Branagh,85,150,0,401,Brian Blessed,597,4414535,4283
Color,John Cameron Mitchell,160,101,263,37,Peter Stickles,71,1984378,4284
Color,Ari Folman,231,90,56,0,Ronny Dayag,56,2283276,4285
Color,Gary Rogers,7,120,0,40,Kirby Heyborne,178,1098224,4286
Color,Charles Ferguson,79,102,117,17,Dick Cheney,393,1430185,4287
Color,Marielle Heller,168,102,22,80,David Fine,10000,1477002,4288
,,,,,,,,,4289
 Black and White,David Sington,107,100,90,65,Buzz Aldrin,168,1134049,4290
Color,Kelly Reichardt,200,104,129,887,Zoe Kazan,991,977600,4291
 Black and White,Fenton Bailey,123,89,13,218,Bill Maher,373,653621,4292
Color,Bob Giraldi,39,99,34,120,Manny Perez,388,110000,4293
Color,Jill Sprecher,41,96,11,490,Bob Balaban,584,444354,4294
Color,Huck Botko,46,86,10,126,Krysta Rodriguez,189,535249,4295
Color,Luc Besson,30,98,0,164,Isabelle Adjani,1000,,4296
Color,David Duchovny,46,96,0,902,Mark Margolis,49000,371081,4297
Color,Mitchell Lichtenstein,221,94,53,268,Nathan Parsons,386,347578,4298
Color,Lance Mungia,51,91,4,0,Stephane Gauger,33,124494,4299
Color,Kundan Shah,1,,4,72,Bobby Deol,353,,4300
Color,Michael Dowse,58,90,31,137,Neil Maskell,326,120620,4301
Color,Hue Rhodes,45,85,0,966,Steve Buscemi,22000,100669,4302
 Black and White,Shane Meadows,44,96,222,20,Annette Badland,5000,,4303
Color,Roland Emmerich,74,129,776,256,Caleb Landry Jones,25000,186354,4304
,,,,,,,,,4305
Color,Jugal Hansraj,6,93,32,24,Sanjay Mishra,532,55202,4306
Color,Danny Provenzano,5,100,84,267,Frank Vincent,584,,4307
Color,Bill Muir,10,97,19,395,Jansen Panettiere,589,549632,4308
Color,Richard LaGravenese,81,94,98,89,Jeremy Jordan,10000,137945,4309
Color,Noah Buschel,66,95,8,399,Amy Ryan,529,17580,4310
Color,Brian Yuzna,46,97,97,163,Kent McCord,787,,4311
Color,Hunter Richards,34,92,11,1000,Chris Evans,26000,12667,4312
Color,Laurie Collyer,78,96,38,85,Kate Burton,363,198407,4313
Color,Bruce McCulloch,52,85,54,455,Megan Mullally,985,13973532,4314
Color,Aaron Hann,29,87,0,94,Michael McLafferty,160,,4315
Color,James Watkins,161,91,43,418,Jack O'Connell,13000,5824,4316
Color,Catherine Hardwicke,18,99,308,395,James Kyson,638,2843,4317
Color,Phil Claydon,107,88,6,161,James Corden,513,,4318
Color,Ralph Ziman,30,119,5,12,Kenneth Nkosi,29,4958,4319
Color,John Simpson,24,99,0,268,Lee Evans,766,,4320
Color,Colin Minihan,116,92,6,103,Sean Rogerson,253,,4321
Color,Conor McMahon,98,86,5,47,Tommy Knight,121,,4322
Color,Chris Shadley,25,83,0,107,William Lee Scott,413,,4323
Color,Simon Napier-Bell,,81,0,8,Tim Rice,674,,4324
Color,Woody Allen,40,82,11000,167,Charlotte Rae,11000,,4325
Color,Simon Yin,20,102,0,46,Linus Roache,473,13220,4326
Color,Jeff Crook,8,90,5,372,Mario Cimarro,601,,4327
,,,,,,,,,4328
 Black and White,Orson Welles,90,92,0,18,Everett Sloane,1000,7927,4329
Color,Dave Payne,21,88,0,332,Lew Temple,633,,4330
Color,James Cox,12,97,10,171,M.C. Gainey,15000,,4331
,Jonas Åkerlund,33,96,68,722,Saffron Burrows,2000,,4332
Color,Brad Copeland,9,87,8,424,Ben Schwartz,34000,,4333
 Black and White,Paul Bunnell,94,106,5,356,Kevin McCarthy,416,2436,4334
Color,Phil Morrison,41,107,17,322,Curtiss Cook,594,4556,4335
Color,Harald Reinl,38,80,2,51,Lex Barker,16000,,4336
Color,James Cox,12,91,10,293,Powers Boothe,924,,4337
Color,Richard Lester,25,99,44,137,Zero Mostel,907,,4338
Color,Michael Moore,27,102,909,119,Eddie Vedder,909,,4339
Color,Tanner Beard,2,108,531,894,Kevin Alejandro,10000,,4340
Color,Scott Dow,23,88,6,233,Wray Crawford,680,,4341
Color,Derick Martini,32,89,20000,618,Bella Heathcote,2000,,4342
Color,Jerry Dugan,18,92,3,412,Michael Aaron Milligan,11000,,4343
 Black and White,Tim Hunter,45,99,28,223,Daniel Roebuck,18000,4600000,4344
Color,Michael Polish,60,103,35,482,Anthony Edwards,548,1420578,4345
Color,William Kaufman,23,90,58,164,Mike 'The Miz' Mizanin,405,,4346
Color,Rodrigo Cortés,363,95,89,263,Samantha Mathis,16000,1028658,4347
Color,Richard Ayoade,249,97,0,594,Paddy Considine,920,466702,4348
Color,Jehane Noujaim,68,108,63,5,Ahmed Hassan,161,,4349
Color,Pascal Arnold,14,95,0,164,Lizzie Brocheré,533,18435,4350
Color,Kimberly Peirce,359,100,108,534,Judy Greer,17000,35266619,4351
Color,Remo,15,160,168,71,Remo,733,95236,4352
Color,Wes Craven,256,101,0,574,Lin Shaye,40000,26505000,4353
Color,James Marsh,194,90,120,0,Philippe Petit,41,2957978,4354
Color,John Laing,,86,0,3,Peter Feeney,42,,4355
Color,Jamal Hill,10,89,47,585,Adam Ratcliffe,628,444044,4356
Color,Daniel Stamm,311,87,13,308,Ashley Bell,463,40990055,4357
Color,Sam Taylor-Johnson,205,98,456,231,Ophelia Lovibond,1000,1445366,4358
 Black and White,Elia Kazan,94,125,603,114,Karl Malden,10000,,4359
 Black and White,Stanley Kubrick,192,95,0,277,Slim Pickens,654,,4360
Color,Carlos Carrera,85,118,12,67,Ana Claudia Talancón,201,5709616,4361
Color,Benh Zeitlin,663,93,188,168,Gina Montana,2000,12784397,4362
Color,J. Lee Thompson,62,96,88,196,Paul Williams,595,,4363
Color,Maggie Greenwald,39,109,9,280,David Patrick Kelly,767,3050934,4364
Color,Vera Farmiga,68,109,0,186,Bill Irwin,553,841206,4365
Color,Vijay Chandar,3,155,0,61,T.R. Silambarasan,141,,4366
Color,Morgan Spurlock,130,90,293,808,J.J. Abrams,16000,638476,4367
 Black and White,Jonathan Wacks,13,93,0,482,Gary Farmer,12000,,4368
Color,Khyentse Norbu,44,108,28,0,Lhakpa Dorji,0,505295,4369
Color,Ted Post,26,114,57,426,Bruce Dern,16000,,4370
 Black and White,Richard Brooks,27,87,174,114,Jim Backus,2000,,4371
Color,Tony Krantz,53,113,15,491,Tom Cavanagh,647,,4372
Color,Mitchell Altieri,,87,9,165,Luke Edwards,467,,4373
Color,W.D. Hogan,10,90,4,91,Keenan Tracey,433,,4374
Color,Corey Grant,4,111,21,685,Essence Atkins,761,,4375
 Black and White,Tom Tykwer,181,81,670,34,Ludger Pistor,486,7267324,4376
Color,Lucky McKee,114,93,75,446,Will Estes,701,145540,4377
Color,Richard Boddington,11,90,15,120,CJ Adams,900,,4378
Color,David Hunt,1,112,0,11,Chris Cleveland,86,,4379
Color,Patricia Riggen,75,106,36,345,Eugenio Derbez,953,12589108,4380
Color,J. Lee Thompson,80,88,88,67,Gordon Jump,595,,4381
Color,Todd Field,179,138,143,783,Sissy Spacek,1000,35918429,4382
Color,Steven R. Monroe,225,105,68,374,Chad Lindberg,635,92401,4383
Color,Mark Illsley,77,98,3,327,Illeana Douglas,349,1943649,4384
Color,Pawel Pawlikowski,124,86,84,34,Natalie Press,680,992238,4385
Color,Ritesh Batra,195,104,25,73,Nimrat Kaur,638,4231500,4386
Color,Sally Potter,76,100,87,420,Joan Allen,887,396035,4387
 Black and White,Frank Capra,51,126,964,275,Ann Miller,319,,4388
 Black and White,Fred Zinnemann,101,118,160,426,Donna Reed,862,,4389
Color,John Ford,55,103,673,89,Ben Johnson,281,,4390
Color,Brad J. Silverman,15,102,11,575,Michael Welch,651,2507106,4391
Color,Dave Meyers,16,84,11,249,Clifton Powell,489,6026908,4392
Color,David M. Matthews,5,,8,394,Lamman Rucker,713,2592808,4393
Color,Nadine Labaki,109,95,0,0,Adel Karam,227,1060591,4394
Color,Lluís Quílez,40,92,0,2,Pixie Davies,327,,4395
Color,Eytan Fox,51,90,21,27,Lior Ashkenazi,53,155972,4396
Color,Francis Ford Coppola,149,113,0,324,Teri Garr,11000,,4397
Color,Romesh Sharma,4,,0,45,Revathy,421,129319,4398
Color,François Truffaut,35,123,0,21,Jean-Paul Belmondo,963,26893,4399
Color,Adam Goldberg,22,111,1000,127,Marisa Coughlan,2000,2580,4400
Color,Travis Zariwny,68,99,4,114,Gage Golightly,427,,4401
Color,Zack Snyder,287,110,0,1000,Kevin Zegers,3000,58885635,4402
Color,Adrienne Shelly,173,108,191,336,Cheryl Hines,597,19067631,4403
Color,Newt Arnold,61,92,15,49,Donald Gibb,633,11806119,4404
 Black and White,Frank Capra,96,120,964,248,Jean Arthur,607,,4405
Color,Larry Clark,71,91,184,82,Leo Fitzpatrick,3000,7417210,4406
Color,Noah Baumbach,110,88,387,18,Elizabeth Meriwether,436,7362100,4407
Color,Charles Herman-Wurmfeld,110,97,0,117,Jennifer Westfeldt,378,7022940,4408
Color,Yimou Zhang,101,95,611,3,Ni Yan,9,190666,4409
,John Stockwell,2,90,134,354,T.J. Storm,260000,,4410
Color,Alfred Hitchcock,97,95,13000,82,Rhonda Fleming,472,,4411
Color,Atom Egoyan,53,103,460,900,Mia Kirshner,991,5132222,4412
Color,Vincent Gallo,106,110,787,642,Vincent Gallo,1000,2365931,4413
Color,James Wan,445,103,0,588,Barbara Hershey,852,53991137,4414
Color,Alex Cox,131,92,92,166,Tracey Walter,752,,4415
Color,Fabián Bielinsky,94,114,44,7,Gastón Pauls,827,1221261,4416
Color,Dror Moreh,105,101,4,0,Yuval Diskin,0,2408553,4417
Color,Rebecca Miller,75,112,58,42,Susanna Thompson,552,712294,4418
Color,Maggie Carey,97,104,38,690,Alia Shawkat,801,3447339,4419
Color,Roger Avary,37,99,675,164,Salvator Xuereb,902,418953,4420
 Black and White,Henry Bean,84,98,21,76,Theresa Russell,33000,406035,4421
Color,David Gordon Green,88,107,234,442,Connor Paolo,947,402820,4422
Color,Simeon Rice,6,93,6,56,Lisa Brave,393,,4423
Color,Brad Anderson,127,100,122,83,Brendan Sexton III,210,373967,4424
Color,Jeff Garlin,32,80,522,423,Jeff Garlin,813,194568,4425
Color,Qasim Basir,8,94,13,616,Nia Long,1000,,4426
Color,Adam Green,229,93,134,488,Kane Hodder,936,,4427
 Black and White,Charles Chaplin,120,87,0,8,Stanley Blystone,309,163245,4428
Color,Pete Jones,31,91,18,597,Aidan Quinn,954,119841,4429
Color,Bruce Campbell,100,84,0,158,Dan Hicks,634,173066,4430
Color,Mark Brown,14,90,7,424,Monica Calhoun,890,92362,4431
Color,Adam Carolla,14,98,102,360,Jim O'Heir,563,105943,4432
Color,Ira Sachs,39,108,60,121,Jenny O'Hara,826,,4433
Color,John Sayles,35,124,407,7,John Arcilla,38,183490,4434
Color,Bruce McDonald,178,95,49,57,Georgina Reilly,413,3478,4435
Color,James Mottern,46,90,7,711,Joey Lauren Adams,87000,52166,4436
Color,Jaime Zevallos,,93,228,134,Jaime Zevallos,310,,4437
Color,Rob Zombie,234,101,0,721,Dee Wallace,1000,1163508,4438
Color,Gerard Johnstone,166,107,3,28,Bruce Hopkins,61,,4439
Color,Robert Greenwald,56,20,21,0,Jon Hunter,0,,4440
Color,David Ray,16,87,0,108,Sarah Lind,199,,4441
,Dave Rodriguez,9,98,11,636,Michael Rapaport,979,,4442
Color,Nae Caranfil,18,112,34,71,Joe Armstrong,129,,4443
Color,David Winning,4,82,65,146,Amber Marshall,341,,4444
Color,Frank Lotito,,102,5,259,Jake Busey,3000,,4445
Color,Timothy Woodward Jr.,6,97,764,492,Johnny Messner,835,,4446
Color,Christopher McQuarrie,387,130,188,1000,Robert Duvall,10000,80033643,4447
Color,Tara Subkoff,35,101,37,56,Balthazar Getty,501,,4448
Color,Russell Friedenberg,27,93,9,485,Glen Powell,708,,4449
Color,William Cottrell,145,83,0,31,Billy Gilbert,82,184925485,4450
Color,Lucrecia Martel,78,106,33,3,Mercedes Morán,341,304124,4451
Color,Edward Dmytryk,10,113,74,387,Woody Strode,984,,4452
Color,Zak Penn,60,94,87,37,Gabriel Beristain,87,36830,4453
Color,Alex Ranarivelo,9,101,20,256,Christina Moore,1000,,4454
Color,Jon Knautz,63,99,10,295,Adam DiMarco,756,,4455
Color,Mathieu Amalric,92,76,412,3,Léa Drucker,412,231186,4456
Color,David Worth,4,91,58,69,Jonathan Mangum,847,,4457
Color,Leslie H. Martinson,53,105,7,356,Cesar Romero,1000,,4458
Color,Guy Ritchie,116,120,0,452,Jason Flemyng,26000,3650677,4459
Color,Robert M. Young,,105,0,467,Bruce McGill,883,,4460
,,,,,,,,,4461
Color,Thomas Vinterberg,98,105,346,141,Paprika Steen,280,1647780,4462
Color,Steve Buscemi,43,95,12000,636,Debi Mazar,12000,695229,4463
Color,Ham Tran,15,135,5,5,Kieu Chinh,51,638951,4464
Color,Rich Cowan,14,105,7,548,Karen Allen,2000,609042,4465
Color,Boris Rodriguez,56,83,5,98,Thure Lindhardt,413,1521,4466
Color,Harold Becker,79,111,17,652,Miko Hughes,13000,32940507,4467
,,,,,,,,,4468
Color,Sadyk Sher-Niyaz,16,135,135,0,Aziz Muradillayev,0,,4469
Color,Paul Donovan,18,88,4,13,Lenore Zann,232,,4470
 Black and White,Jonathan Kesselman,35,87,4,624,Adam Goldberg,2000,19539,4471
Color,Arjun Sablok,5,97,0,40,Uday Chopra,374,100358,4472
Color,Craig Moss,16,82,19,134,Bryan Callen,700,,4473
Color,Tyler Oliver,24,103,0,511,Chloe Bridges,35000,,4474
 Black and White,Alfred Hitchcock,144,130,13000,333,Joan Fontaine,1000,,4475
Color,Steve Miner,242,87,49,59,Adrienne King,309,19100000,4476
 Black and White,Billy Wilder,97,101,0,66,Jane Wyman,287,,4477
Color,Douglas Cheek,77,96,4,132,John Heard,796,,4478
Color,Youssef Delara,16,80,8,183,Jenni Rivera,2000,2833383,4479
Color,Deryck Broom,7,87,11,397,Omar Benson Miller,578,,4480
Color,Henry Hathaway,74,92,83,48,Jean Peters,469,,4481
 Black and White,John Ford,74,118,673,137,Walter Pidgeon,595,,4482
,,,,,,,,,4483
Color,Spike Lee,46,123,0,161,Elvis Nolasco,3000,,4484
Color,Steven Soderbergh,58,100,0,65,Laura San Giacomo,828,24741700,4485
Color,James Wan,287,103,0,651,Monica Potter,2000,55153403,4486
Color,Jay Chandrasekhar,100,100,422,422,Daniel von Bargen,816,18488314,4487
Color,Giovanni Zelko,5,99,4,434,Harry Lennix,18000,,4488
Color,Claudia Sainte-Luce,50,89,0,3,Vera Wilson,31,11278,4489
Color,Scott Derrickson,276,104,301,71,Jon Hamm,18000,79363785,4490
Color,Mira Nair,137,114,300,73,Randeep Hooda,307,13876974,4491
Color,Kenneth Lonergan,122,111,50,612,Rory Culkin,2000,9180275,4492
Color,Alfred Hitchcock,73,99,13000,232,John Forsythe,282,,4493
Color,Paul McGuigan,202,110,118,1000,Morgan Freeman,13000,22494487,4494
Color,Jamie Babbit,99,85,91,849,Clea DuVall,1000,2199853,4495
Color,David Boyd,10,113,29,449,Drew Waters,890,2859955,4496
Color,Quentin Tarantino,173,99,16000,455,Steve Buscemi,16000,2812029,4497
 Black and White,Walter Lang,7,83,9,51,Nigel Bruce,94,,4498
Color,Sergio Leone,181,142,0,24,Luigi Pistilli,16000,6100000,4499
Color,Anna Muylaert,111,112,9,4,Regina Casé,61,375723,4500
Color,Steve Taylor,38,108,14,274,Marshall Allman,1000,594904,4501
Color,Kurt Voss,12,88,0,3,Coyote Shivers,268,58936,4502
Color,Léa Pool,23,97,4,,,,24784,4503
Color,James David Pasternak,17,85,0,924,Sarah Silverman,49000,7826,4504
Color,Laurent Bouhnik,9,103,0,24,Johnny Amaro,34,,4505
Color,Tom Sanchez,1,110,0,0,Antonio Arrué,3,3830,4506
Color,David Caffrey,51,88,4,95,Scott Adsit,690,,4507
Color,Adam Jay Epstein,14,76,0,227,Denise Boutte,387,,4508
 Black and White,Michael Curtiz,24,100,345,94,David Niven,843,,4509
Color,Justin Thomas Ostensen,18,99,0,5,Kristin Booth,721,,4510
Color,Brenton Spencer,22,84,0,63,Victor Zinck Jr.,380,,4511
Color,Rob Bowman,9,91,38,117,Jacob Vargas,584,2850263,4512
Color,Ossie Davis,30,97,282,148,Cleavon Little,586,,4513
Color,Jay Alaimo,9,84,2,475,Sabrina Carmichael,10000,,4514
Color,Dylan Bank,7,100,0,312,Deirdre Lorenz,498,,4515
Color,Rob McKittrick,91,94,6,804,Dane Cook,16000,16101109,4516
 Black and White,Shane Meadows,99,90,222,68,Gary Stretch,680,6013,4517
,,,,,,,,,4518
Color,Jeff Burr,57,92,155,147,Clu Gulager,448,1400000,4519
Color,Harry Gantz,12,105,0,,,,247740,4520
 Black and White,Guy Maddin,58,73,126,3,CindyMarie Small,14,39659,4521
Color,Regardt van den Bergh,5,116,12,25,Frank Rautenbach,412,,4522
Color,Panos Cosmatos,97,110,22,48,Marilyn Norry,434,56129,4523
Color,Gareth Evans,481,102,338,60,Yayan Ruhian,1000,4105123,4524
Color,Matthew R. Anderson,17,89,252,252,Vernon Wells,1000,,4525
Color,Joe Marino,9,76,0,0,Anella Vastola,12,,4526
Color,Michael Curtiz,242,82,345,269,Claude Rains,2000,,4527
Color,Joel Anderson,95,89,0,5,Rosie Traynor,12,,4528
Color,Shimit Amin,14,150,6,20,Shazahn Padamsee,964,,4529
Color,Douglas Trumbull,87,89,136,42,Ron Rifkin,844,,4530
Color,John G. Avildsen,141,145,80,794,Burgess Meredith,13000,117235247,4531
Color,Mona Fastvold,16,91,2,9,Brady Corbet,321,,4532
Color,John Carpenter,212,89,0,606,Hal Holbrook,2000,21378000,4533
Color,Tony Richardson,30,121,62,69,Susannah York,883,,4534
Color,Levan Gabriadze,270,83,6,142,Renee Olstead,707,31537320,4535
Color,Martin Scorsese,211,110,17000,595,Albert Brooks,22000,,4536
Color,Joe Dante,161,91,287,725,Robert Picardo,1000,17986000,4537
Color,Terence Young,184,110,92,177,Jack Lord,650,16067035,4538
Color,Bradley Parker,270,86,18,300,Ingrid Bolsø Berdal,1000,18112929,4539
Color,Clive Barker,203,86,385,100,Ashley Laurence,266,14564027,4540
Color,Harold Cronk,29,120,18,295,Robin Givens,634,20773070,4541
Color,Jeff Wadlow,137,90,65,683,Gary Cole,1000,10042266,4542
Color,Takao Okawara,107,99,2,3,Naomi Nishida,43,10037390,4543
Color,Derek Cianfrance,377,112,310,616,Mike Vogel,33000,9701559,4544
Color,Duncan Tucker,169,103,2,226,Felicity Huffman,2000,9013113,4545
Color,William Brent Bell,225,83,19,128,Claudiu Trandafir,403,53245055,4546
Color,Russ Meyer,101,109,199,44,Cynthia Myers,503,9000000,4547
 Black and White,Robert D. Webb,39,89,0,102,Neville Brand,356,,4548
Color,Davis Guggenheim,372,96,49,,Al Gore,861,23808111,4549
 Black and White,Allan Dwan,40,109,23,88,Richard Jaeckel,183,,4550
Color,Martin Scorsese,129,122,17000,184,Keith Richards,543,5355376,4551
Color,Eli Roth,285,100,0,389,Richard Burgi,640,7186670,4552
Color,Andrew Steggall,29,109,0,30,Alex Lawther,202,,4553
Color,Ben Lewin,337,95,20,365,Adam Arkin,422,5997134,4554
Color,Robert Kenner,120,94,11,2,Eric Schlosser,37,4417124,4555
Color,Andrew Erwin,40,107,10,245,Robert Amaya,544,5355847,4556
Color,Brad Anderson,38,104,122,458,Callie Thorne,22000,3386698,4557
Color,Jason Reitman,387,96,655,973,Jennifer Garner,24000,143492840,4558
Color,Craig Johnson,185,93,7,180,Boyd Holbrook,3000,5283379,4559
Color,Sean Durkin,348,102,46,287,Julia Garner,321,2981638,4560
Color,Gillian Robespierre,155,84,9,313,Jenny Slate,612,3122616,4561
Color,Courtney Hunt,181,97,33,229,Michael O'Keefe,496,2508841,4562
Color,Morgan Neville,149,91,9,13,Lou Adler,130,4946250,4563
Color,James Toback,54,84,56,13,Natasha Gregson Wagner,21000,1950218,4564
Color,Nicole Holofcener,18,86,132,584,Anne Heche,778,1277257,4565
Color,Peter Cattaneo,122,91,11,121,Mark Addy,1000,45857453,4566
Color,Chris Paine,87,92,2,5,Phyllis Diller,783,1677838,4567
Color,Greg Berlanti,51,94,112,428,Nia Long,1000,1744858,4568
Color,Don Coscarelli,260,92,152,124,Ossie Davis,1000,,4569
Color,Rob Letterman,218,103,11,543,Dylan Minnette,2000,80021740,4570
Color,Marc Levin,16,100,12,6,Saul Williams,245,982214,4571
Color,Richard Dutcher,12,119,13,25,Frank Gerrish,957,798341,4572
 Black and White,Khalid Mohamed,1,167,10,97,Manoj Bajpayee,353,610991,4573
Color,Mel Brooks,48,92,0,842,Sid Caesar,1000,,4574
Color,Trey Parker,59,92,406,194,Dian Bachar,406,582024,4575
Color,David Gordon Green,88,108,234,463,Paul Schneider,11000,548712,4576
Color,Finn Taylor,28,97,4,301,Cathy Moriarty,611,464655,4577
Color,Karen Moncrieff,44,88,22,275,Agnes Bruckner,638,464126,4578
Color,José Luis Valenzuela,13,100,0,268,Lupe Ontiveros,844,428535,4579
